<Thu Jan 15 14:56:04 2026><DYNAMIC><Updated DRONE STATE - x: 3.907660, y: 3.609874, vx: 1.071152, vy: -0.036441, fx: 3.000000, fy: 0.000000>
<Thu Jan 15 14:56:04 2026><DYNAMIC><Updated DRONE STATE - x: 3.954533, y: 3.615124, vx: 1.132752, vy: -0.036290, fx: 3.000000, fy: 0.000000>
<Thu Jan 15 14:56:04 2026><DYNAMIC><Updated DRONE STATE - x: 3.966040, y: 3.608143, vx: 1.167594, vy: -0.034619, fx: 3.000000, fy: 0.000000>
<Thu Jan 15 14:56:04 2026><DYNAMIC><Updated DRONE STATE - x: 4.015839, y: 3.613400, vx: 1.226115, vy: -0.034476, fx: 3.000000, fy: 0.000000>
<Thu Jan 15 14:56:04 2026><DYNAMIC><Updated DRONE STATE - x: 4.029001, y: 3.606498, vx: 1.259215, vy: -0.032888, fx: 3.000000, fy: 0.000000>
<Thu Jan 15 14:56:04 2026><DYNAMIC><Updated DRONE STATE - x: 4.081579, y: 3.611762, vx: 1.314809, vy: -0.032752, fx: 3.000000, fy: 0.000000>
<Thu Jan 15 14:56:04 2026><DYNAMIC><Updated DRONE STATE - x: 4.096313, y: 3.604936, vx: 1.346254, vy: -0.031244, fx: 3.000000, fy: 0.000000>
<Thu Jan 15 14:56:04 2026><DYNAMIC><Updated DRONE STATE - x: 4.151533, y: 3.610206, vx: 1.399068, vy: -0.031114, fx: 3.000000, fy: 0.000000>
<Thu Jan 15 14:56:04 2026><DYNAMIC><Updated DRONE STATE - x: 4.167760, y: 3.603452, vx: 1.428941, vy: -0.029682, fx: 3.000000, fy: 0.000000>
<Thu Jan 15 14:56:05 2026><DYNAMIC><Updated DRONE STATE - x: 4.225488, y: 3.608728, vx: 1.479115, vy: -0.029558, fx: 3.000000, fy: 0.000000>
<Thu Jan 15 14:56:05 2026><DYNAMIC><Updated DRONE STATE - x: 4.243135, y: 3.602042, vx: 1.507494, vy: -0.028197, fx: 3.000000, fy: 0.000000>
<Thu Jan 15 14:56:05 2026><DYNAMIC><Updated DRONE STATE - x: 4.303246, y: 3.607324, vx: 1.555159, vy: -0.028081, fx: 3.000000, fy: 0.000000>
<Thu Jan 15 14:56:05 2026><DYNAMIC><Updated DRONE STATE - x: 4.322241, y: 3.600703, vx: 1.582119, vy: -0.026788, fx: 3.000000, fy: 0.000000>
<Thu Jan 15 14:56:05 2026><DYNAMIC><Updated DRONE STATE - x: 4.384616, y: 3.605991, vx: 1.627401, vy: -0.026677, fx: 3.000000, fy: 0.000000>
<Thu Jan 15 14:56:05 2026><DYNAMIC><Updated DRONE STATE - x: 4.404891, y: 3.599430, vx: 1.653013, vy: -0.025448, fx: 3.000000, fy: 0.000000>
<Thu Jan 15 14:56:05 2026><DYNAMIC><Updated DRONE STATE - x: 4.469418, y: 3.604723, vx: 1.696031, vy: -0.025343, fx: 3.000000, fy: 0.000000>
<Thu Jan 15 14:56:05 2026><DYNAMIC><Updated DRONE STATE - x: 4.490910, y: 3.598222, vx: 1.720363, vy: -0.024176, fx: 3.000000, fy: 0.000000>
<Thu Jan 15 14:56:05 2026><DYNAMIC><Updated DRONE STATE - x: 4.557479, y: 3.603520, vx: 1.761230, vy: -0.024076, fx: 3.000000, fy: 0.000000>
<Thu Jan 15 14:56:05 2026><DYNAMIC><Updated DRONE STATE - x: 4.580127, y: 3.597073, vx: 1.784345, vy: -0.022967, fx: 3.000000, fy: 0.000000>
<Thu Jan 15 14:56:05 2026><DYNAMIC><Updated DRONE STATE - x: 4.648637, y: 3.602376, vx: 1.823168, vy: -0.022872, fx: 3.000000, fy: 0.000000>
<Thu Jan 15 14:56:05 2026><DYNAMIC><Updated DRONE STATE - x: 4.672383, y: 3.595982, vx: 1.845127, vy: -0.021819, fx: 3.000000, fy: 0.000000>
<Thu Jan 15 14:56:05 2026><DYNAMIC><Updated DRONE STATE - x: 4.742738, y: 3.601290, vx: 1.882010, vy: -0.021728, fx: 3.000000, fy: 0.000000>
<Thu Jan 15 14:56:05 2026><DYNAMIC><Updated DRONE STATE - x: 4.767527, y: 3.594946, vx: 1.902871, vy: -0.020728, fx: 3.000000, fy: 0.000000>
<Thu Jan 15 14:56:05 2026><DYNAMIC><Updated DRONE STATE - x: 4.839633, y: 3.600257, vx: 1.937909, vy: -0.020642, fx: 3.000000, fy: 0.000000>
<Thu Jan 15 14:56:05 2026><DYNAMIC><Updated DRONE STATE - x: 4.865413, y: 3.593961, vx: 1.957728, vy: -0.019691, fx: 3.000000, fy: 0.000000>
<Thu Jan 15 14:56:06 2026><input><Sent command of type 3 with forces fx: 1.000000, fy: 0.000000>
<Thu Jan 15 14:56:06 2026><DYNAMIC><Updated DRONE STATE - x: 4.939184, y: 3.599277, vx: 1.991014, vy: -0.019610, fx: 3.000000, fy: 0.000000>
<Thu Jan 15 14:56:06 2026><DYNAMIC><Updated DRONE STATE - x: 4.968405, y: 3.593026, vx: 2.059841, vy: -0.018707, fx: 4.000000, fy: 0.000000>
<Thu Jan 15 14:56:06 2026><input><Sent command of type 3 with forces fx: 1.000000, fy: 0.000000>
<Thu Jan 15 14:56:06 2026><DYNAMIC><Updated DRONE STATE - x: 5.043757, y: 3.598346, vx: 2.091463, vy: -0.018629, fx: 4.000000, fy: 0.000000>
<Thu Jan 15 14:56:06 2026><DYNAMIC><Updated DRONE STATE - x: 5.078748, y: 3.592137, vx: 2.206849, vy: -0.017771, fx: 5.000000, fy: 0.000000>
<Thu Jan 15 14:56:06 2026><DYNAMIC><Updated DRONE STATE - x: 5.155602, y: 3.597461, vx: 2.236890, vy: -0.017698, fx: 5.000000, fy: 0.000000>
<Thu Jan 15 14:56:06 2026><input><Sent command of type 3 with forces fx: 1.000000, fy: 0.000000>
<Thu Jan 15 14:56:06 2026><DYNAMIC><Updated DRONE STATE - x: 5.196073, y: 3.591293, vx: 2.346507, vy: -0.016883, fx: 5.000000, fy: 0.000000>
<Thu Jan 15 14:56:06 2026><DYNAMIC><Updated DRONE STATE - x: 5.276854, y: 3.596620, vx: 2.425045, vy: -0.016813, fx: 6.000000, fy: 0.000000>
<Thu Jan 15 14:56:06 2026><DYNAMIC><Updated DRONE STATE - x: 5.322532, y: 3.590491, vx: 2.529181, vy: -0.016039, fx: 6.000000, fy: 0.000000>
<Thu Jan 15 14:56:06 2026><DYNAMIC><Updated DRONE STATE - x: 5.407043, y: 3.595821, vx: 2.603793, vy: -0.015972, fx: 6.000000, fy: 0.000000>
<Thu Jan 15 14:56:06 2026><DYNAMIC><Updated DRONE STATE - x: 5.457668, y: 3.589729, vx: 2.702722, vy: -0.015237, fx: 6.000000, fy: 0.000000>
<Thu Jan 15 14:56:06 2026><DYNAMIC><Updated DRONE STATE - x: 5.545723, y: 3.595063, vx: 2.773603, vy: -0.015174, fx: 6.000000, fy: 0.000000>
<Thu Jan 15 14:56:06 2026><DYNAMIC><Updated DRONE STATE - x: 5.601048, y: 3.589005, vx: 2.867586, vy: -0.014475, fx: 6.000000, fy: 0.000000>
<Thu Jan 15 14:56:06 2026><DYNAMIC><Updated DRONE STATE - x: 5.692470, y: 3.594342, vx: 2.934923, vy: -0.014415, fx: 6.000000, fy: 0.000000>
<Thu Jan 15 14:56:06 2026><DYNAMIC><Updated DRONE STATE - x: 5.752258, y: 3.588318, vx: 3.024207, vy: -0.013751, fx: 6.000000, fy: 0.000000>
<Thu Jan 15 14:56:06 2026><DYNAMIC><Updated DRONE STATE - x: 5.846879, y: 3.593657, vx: 3.088177, vy: -0.013694, fx: 6.000000, fy: 0.000000>
<Thu Jan 15 14:56:07 2026><DYNAMIC><Updated DRONE STATE - x: 5.910908, y: 3.587664, vx: 3.172996, vy: -0.013064, fx: 6.000000, fy: 0.000000>
<Thu Jan 15 14:56:07 2026><DYNAMIC><Updated DRONE STATE - x: 6.008567, y: 3.593007, vx: 3.233768, vy: -0.013009, fx: 6.000000, fy: 0.000000>
<Thu Jan 15 14:56:07 2026><DYNAMIC><Updated DRONE STATE - x: 6.076625, y: 3.587044, vx: 3.314347, vy: -0.012410, fx: 6.000000, fy: 0.000000>
<Thu Jan 15 14:56:07 2026><DYNAMIC><Updated DRONE STATE - x: 6.177171, y: 3.592389, vx: 3.372080, vy: -0.012359, fx: 6.000000, fy: 0.000000>
<Thu Jan 15 14:56:07 2026><DYNAMIC><Updated DRONE STATE - x: 6.249056, y: 3.586454, vx: 3.448629, vy: -0.011790, fx: 6.000000, fy: 0.000000>
<Thu Jan 15 14:56:07 2026><DYNAMIC><Updated DRONE STATE - x: 6.352345, y: 3.591802, vx: 3.503476, vy: -0.011741, fx: 6.000000, fy: 0.000000>
<Thu Jan 15 14:56:07 2026><DYNAMIC><Updated DRONE STATE - x: 6.427866, y: 3.585894, vx: 3.576198, vy: -0.011200, fx: 6.000000, fy: 0.000000>
<Thu Jan 15 14:56:07 2026><DYNAMIC><Updated DRONE STATE - x: 6.533760, y: 3.591244, vx: 3.628302, vy: -0.011154, fx: 6.000000, fy: 0.000000>
<Thu Jan 15 14:56:07 2026><DYNAMIC><Updated DRONE STATE - x: 6.612735, y: 3.585362, vx: 3.697388, vy: -0.010640, fx: 6.000000, fy: 0.000000>
<Thu Jan 15 14:56:07 2026><DYNAMIC><Updated DRONE STATE - x: 6.721104, y: 3.590714, vx: 3.746887, vy: -0.010596, fx: 6.000000, fy: 0.000000>
<Thu Jan 15 14:56:07 2026><DYNAMIC><Updated DRONE STATE - x: 6.803361, y: 3.584857, vx: 3.812518, vy: -0.010108, fx: 6.000000, fy: 0.000000>
<Thu Jan 15 14:56:07 2026><DYNAMIC><Updated DRONE STATE - x: 6.914081, y: 3.590211, vx: 3.859542, vy: -0.010066, fx: 6.000000, fy: 0.000000>
<Thu Jan 15 14:56:07 2026><DYNAMIC><Updated DRONE STATE - x: 6.999456, y: 3.584377, vx: 3.921892, vy: -0.009603, fx: 6.000000, fy: 0.000000>
<Thu Jan 15 14:56:07 2026><DYNAMIC><Updated DRONE STATE - x: 7.112410, y: 3.589733, vx: 3.966565, vy: -0.009563, fx: 6.000000, fy: 0.000000>
<Thu Jan 15 14:56:07 2026><DYNAMIC><Updated DRONE STATE - x: 7.200746, y: 3.583920, vx: 4.025798, vy: -0.009123, fx: 6.000000, fy: 0.000000>
<Thu Jan 15 14:56:07 2026><DYNAMIC><Updated DRONE STATE - x: 7.315822, y: 3.589279, vx: 4.068237, vy: -0.009085, fx: 6.000000, fy: 0.000000>
<Thu Jan 15 14:56:08 2026><DYNAMIC><Updated DRONE STATE - x: 7.406971, y: 3.583487, vx: 4.124508, vy: -0.008667, fx: 6.000000, fy: 0.000000>
<Thu Jan 15 14:56:08 2026><DYNAMIC><Updated DRONE STATE - x: 7.524063, y: 3.588847, vx: 4.164825, vy: -0.008631, fx: 6.000000, fy: 0.000000>
<Thu Jan 15 14:56:08 2026><DYNAMIC><Updated DRONE STATE - x: 7.617885, y: 3.583075, vx: 4.218283, vy: -0.008233, fx: 6.000000, fy: 0.000000>
<Thu Jan 15 14:56:08 2026><DYNAMIC><Updated DRONE STATE - x: 7.736892, y: 3.588437, vx: 4.256584, vy: -0.008199, fx: 6.000000, fy: 0.000000>
<Thu Jan 15 14:56:08 2026><DYNAMIC><Updated DRONE STATE - x: 7.833253, y: 3.582684, vx: 4.307369, vy: -0.007822, fx: 6.000000, fy: 0.000000>
<Thu Jan 15 14:56:08 2026><DYNAMIC><Updated DRONE STATE - x: 7.954080, y: 3.588048, vx: 4.343754, vy: -0.007789, fx: 6.000000, fy: 0.000000>
<Thu Jan 15 14:56:08 2026><DYNAMIC><Updated DRONE STATE - x: 8.052854, y: 3.582313, vx: 4.392000, vy: -0.007431, fx: 6.000000, fy: 0.000000>
<Thu Jan 15 14:56:08 2026><DYNAMIC><Updated DRONE STATE - x: 8.175408, y: 3.587678, vx: 4.426567, vy: -0.007400, fx: 6.000000, fy: 0.000000>
<Thu Jan 15 14:56:08 2026><DYNAMIC><Updated DRONE STATE - x: 8.276474, y: 3.581960, vx: 4.472400, vy: -0.007059, fx: 6.000000, fy: 0.000000>
<Thu Jan 15 14:56:08 2026><DYNAMIC><Updated DRONE STATE - x: 8.400670, y: 3.587326, vx: 4.505238, vy: -0.007030, fx: 6.000000, fy: 0.000000>
<Thu Jan 15 14:56:08 2026><DYNAMIC><Updated DRONE STATE - x: 8.503913, y: 3.581625, vx: 4.548780, vy: -0.006706, fx: 6.000000, fy: 0.000000>
<Thu Jan 15 14:56:08 2026><DYNAMIC><Updated DRONE STATE - x: 8.629669, y: 3.586992, vx: 4.579976, vy: -0.006678, fx: 6.000000, fy: 0.000000>
<Thu Jan 15 14:56:08 2026><DYNAMIC><Updated DRONE STATE - x: 8.734980, y: 3.581306, vx: 4.621341, vy: -0.006371, fx: 6.000000, fy: 0.000000>
<Thu Jan 15 14:56:08 2026><DYNAMIC><Updated DRONE STATE - x: 8.862218, y: 3.586675, vx: 4.650977, vy: -0.006344, fx: 6.000000, fy: 0.000000>
<Thu Jan 15 14:56:08 2026><DYNAMIC><Updated DRONE STATE - x: 8.969493, y: 3.581004, vx: 4.690274, vy: -0.006052, fx: 6.000000, fy: 0.000000>
<Thu Jan 15 14:56:09 2026><DYNAMIC><Updated DRONE STATE - x: 9.098140, y: 3.586374, vx: 4.718428, vy: -0.006027, fx: 6.000000, fy: 0.000000>
<Thu Jan 15 14:56:09 2026><DYNAMIC><Updated DRONE STATE - x: 9.207281, y: 3.580716, vx: 4.755760, vy: -0.005750, fx: 6.000000, fy: 0.000000>
<Thu Jan 15 14:56:09 2026><DYNAMIC><Updated DRONE STATE - x: 9.337265, y: 3.586087, vx: 4.782507, vy: -0.005726, fx: 6.000000, fy: 0.000000>
<Thu Jan 15 14:56:09 2026><DYNAMIC><Updated DRONE STATE - x: 9.448179, y: 3.580443, vx: 4.817972, vy: -0.005462, fx: 6.000000, fy: 0.000000>
<Thu Jan 15 14:56:09 2026><DYNAMIC><Updated DRONE STATE - x: 9.579434, y: 3.585815, vx: 4.843381, vy: -0.005440, fx: 6.000000, fy: 0.000000>
<Thu Jan 15 14:56:09 2026><DYNAMIC><Updated DRONE STATE - x: 9.692033, y: 3.580184, vx: 4.877074, vy: -0.005189, fx: 6.000000, fy: 0.000000>
<Thu Jan 15 14:56:09 2026><DYNAMIC><Updated DRONE STATE - x: 9.824495, y: 3.585557, vx: 4.901212, vy: -0.005168, fx: 6.000000, fy: 0.000000>
<Thu Jan 15 14:56:09 2026><DYNAMIC><Updated DRONE STATE - x: 9.938694, y: 3.579937, vx: 4.933220, vy: -0.004930, fx: 6.000000, fy: 0.000000>
<Thu Jan 15 14:56:09 2026><DYNAMIC><Updated DRONE STATE - x: 10.072303, y: 3.585311, vx: 4.956151, vy: -0.004909, fx: 6.000000, fy: 0.000000>
<Thu Jan 15 14:56:09 2026><DYNAMIC><Updated DRONE STATE - x: 10.188022, y: 3.579703, vx: 4.986559, vy: -0.004683, fx: 6.000000, fy: 0.000000>
<Thu Jan 15 14:56:09 2026><DYNAMIC><Updated DRONE STATE - x: 10.322720, y: 3.585078, vx: 5.008344, vy: -0.004664, fx: 6.000000, fy: 0.000000>
<Thu Jan 15 14:56:09 2026><DYNAMIC><Updated DRONE STATE - x: 10.439883, y: 3.579480, vx: 5.037231, vy: -0.004449, fx: 6.000000, fy: 0.000000>
<Thu Jan 15 14:56:09 2026><DYNAMIC><Updated DRONE STATE - x: 10.575616, y: 3.584857, vx: 5.057927, vy: -0.004431, fx: 6.000000, fy: 0.000000>
<Thu Jan 15 14:56:09 2026><DYNAMIC><Updated DRONE STATE - x: 10.694152, y: 3.579269, vx: 5.085370, vy: -0.004227, fx: 6.000000, fy: 0.000000>
<Thu Jan 15 14:56:09 2026><DYNAMIC><Updated DRONE STATE - x: 10.830868, y: 3.584646, vx: 5.105031, vy: -0.004209, fx: 6.000000, fy: 0.000000>
<Thu Jan 15 14:56:09 2026><DYNAMIC><Updated DRONE STATE - x: 10.950706, y: 3.579068, vx: 5.131101, vy: -0.004015, fx: 6.000000, fy: 0.000000>
<Thu Jan 15 14:56:10 2026><DYNAMIC><Updated DRONE STATE - x: 11.088357, y: 3.584446, vx: 5.149779, vy: -0.003999, fx: 6.000000, fy: 0.000000>
<Thu Jan 15 14:56:10 2026><DYNAMIC><Updated DRONE STATE - x: 11.209434, y: 3.578878, vx: 5.174546, vy: -0.003814, fx: 6.000000, fy: 0.000000>
<Thu Jan 15 14:56:10 2026><DYNAMIC><Updated DRONE STATE - x: 11.347972, y: 3.584256, vx: 5.192290, vy: -0.003799, fx: 6.000000, fy: 0.000000>
<Thu Jan 15 14:56:10 2026><DYNAMIC><Updated DRONE STATE - x: 11.470224, y: 3.578696, vx: 5.215819, vy: -0.003624, fx: 6.000000, fy: 0.000000>
<Thu Jan 15 14:56:10 2026><DYNAMIC><Updated DRONE STATE - x: 11.609606, y: 3.584075, vx: 5.232676, vy: -0.003609, fx: 6.000000, fy: 0.000000>
<Thu Jan 15 14:56:10 2026><DYNAMIC><Updated DRONE STATE - x: 11.732976, y: 3.578524, vx: 5.255028, vy: -0.003443, fx: 6.000000, fy: 0.000000>
<Thu Jan 15 14:56:10 2026><DYNAMIC><Updated DRONE STATE - x: 11.873158, y: 3.583904, vx: 5.271042, vy: -0.003428, fx: 6.000000, fy: 0.000000>
<Thu Jan 15 14:56:10 2026><DYNAMIC><Updated DRONE STATE - x: 11.997590, y: 3.578361, vx: 5.292276, vy: -0.003270, fx: 6.000000, fy: 0.000000>
<Thu Jan 15 14:56:10 2026><DYNAMIC><Updated DRONE STATE - x: 12.138532, y: 3.583741, vx: 5.307490, vy: -0.003257, fx: 6.000000, fy: 0.000000>
<Thu Jan 15 14:56:10 2026><DYNAMIC><Updated DRONE STATE - x: 12.263973, y: 3.578205, vx: 5.327662, vy: -0.003107, fx: 6.000000, fy: 0.000000>
<Thu Jan 15 14:56:10 2026><DYNAMIC><Updated DRONE STATE - x: 12.405638, y: 3.583586, vx: 5.342115, vy: -0.003094, fx: 6.000000, fy: 0.000000>
<Thu Jan 15 14:56:10 2026><DYNAMIC><Updated DRONE STATE - x: 12.532037, y: 3.578058, vx: 5.361279, vy: -0.002952, fx: 6.000000, fy: 0.000000>
<Thu Jan 15 14:56:10 2026><DYNAMIC><Updated DRONE STATE - x: 12.674388, y: 3.583440, vx: 5.375010, vy: -0.002939, fx: 6.000000, fy: 0.000000>
<Thu Jan 15 14:56:10 2026><DYNAMIC><Updated DRONE STATE - x: 12.801698, y: 3.577918, vx: 5.393216, vy: -0.002804, fx: 6.000000, fy: 0.000000>
<Thu Jan 15 14:56:10 2026><DYNAMIC><Updated DRONE STATE - x: 12.944701, y: 3.583300, vx: 5.406259, vy: -0.002792, fx: 6.000000, fy: 0.000000>
<Thu Jan 15 14:56:11 2026><DYNAMIC><Updated DRONE STATE - x: 13.072875, y: 3.577784, vx: 5.423555, vy: -0.002664, fx: 6.000000, fy: 0.000000>
<Thu Jan 15 14:56:11 2026><DYNAMIC><Updated DRONE STATE - x: 13.216498, y: 3.583167, vx: 5.435946, vy: -0.002653, fx: 6.000000, fy: 0.000000>
<Thu Jan 15 14:56:11 2026><DYNAMIC><Updated DRONE STATE - x: 13.345494, y: 3.577658, vx: 5.452377, vy: -0.002531, fx: 6.000000, fy: 0.000000>
<Thu Jan 15 14:56:11 2026><DYNAMIC><Updated DRONE STATE - x: 13.489706, y: 3.583041, vx: 5.464149, vy: -0.002520, fx: 6.000000, fy: 0.000000>
<Thu Jan 15 14:56:11 2026><DYNAMIC><Updated DRONE STATE - x: 13.619482, y: 3.577538, vx: 5.479758, vy: -0.002404, fx: 6.000000, fy: 0.000000>
<Thu Jan 15 14:56:11 2026><input><Sent command of type 8 with forces fx: 0.000000, fy: 0.000000>
<Thu Jan 15 14:56:11 2026><DYNAMIC><Updated DRONE STATE - x: 13.764253, y: 3.582922, vx: 5.490941, vy: -0.002394, fx: 6.000000, fy: 0.000000>
<Thu Jan 15 14:56:11 2026><DYNAMIC><Updated DRONE STATE - x: 13.879770, y: 3.577423, vx: 5.205770, vy: -0.002284, fx: 0.000000, fy: 0.000000>
<Thu Jan 15 14:56:11 2026><DYNAMIC><Updated DRONE STATE - x: 14.025072, y: 3.582808, vx: 5.216394, vy: -0.002274, fx: 0.000000, fy: 0.000000>
<Thu Jan 15 14:56:11 2026><DYNAMIC><Updated DRONE STATE - x: 14.127045, y: 3.577315, vx: 4.945482, vy: -0.002170, fx: 0.000000, fy: 0.000000>
<Thu Jan 15 14:56:11 2026><DYNAMIC><Updated DRONE STATE - x: 14.272851, y: 3.582700, vx: 4.955574, vy: -0.002161, fx: 0.000000, fy: 0.000000>
<Thu Jan 15 14:56:11 2026><DYNAMIC><Updated DRONE STATE - x: 14.361955, y: 3.577212, vx: 4.698208, vy: -0.002061, fx: 0.000000, fy: 0.000000>
<Thu Jan 15 14:56:11 2026><input><Sent command of type 7 with forces fx: 0.707000, fy: 0.707000>
<Thu Jan 15 14:56:11 2026><DYNAMIC><Updated DRONE STATE - x: 14.508241, y: 3.582597, vx: 4.707795, vy: -0.002053, fx: 0.000000, fy: 0.000000>
<Thu Jan 15 14:56:11 2026><DYNAMIC><Updated DRONE STATE - x: 14.586887, y: 3.578882, vx: 4.498648, vy: 0.033392, fx: 0.707000, fy: 0.707000>
<Thu Jan 15 14:56:11 2026><DYNAMIC><Updated DRONE STATE - x: 14.733628, y: 3.584267, vx: 4.507755, vy: 0.033400, fx: 0.707000, fy: 0.707000>
<Thu Jan 15 14:56:11 2026><DYNAMIC><Updated DRONE STATE - x: 14.802341, y: 3.582235, vx: 4.309065, vy: 0.067072, fx: 0.707000, fy: 0.707000>
<Thu Jan 15 14:56:11 2026><input><Sent command of type 7 with forces fx: 0.707000, fy: 0.707000>
<Thu Jan 15 14:56:11 2026><DYNAMIC><Updated DRONE STATE - x: 14.949514, y: 3.587621, vx: 4.317718, vy: 0.067080, fx: 0.707000, fy: 0.707000>
<Thu Jan 15 14:56:12 2026><DYNAMIC><Updated DRONE STATE - x: 15.010556, y: 3.588956, vx: 4.164312, vy: 0.134419, fx: 1.414000, fy: 1.414000>
<Thu Jan 15 14:56:12 2026><DYNAMIC><Updated DRONE STATE - x: 15.158141, y: 3.594343, vx: 4.172532, vy: 0.134426, fx: 1.414000, fy: 1.414000>
<Thu Jan 15 14:56:12 2026><input><Sent command of type 7 with forces fx: 0.707000, fy: 0.707000>
<Thu Jan 15 14:56:12 2026><DYNAMIC><Updated DRONE STATE - x: 15.211896, y: 3.598876, vx: 4.026796, vy: 0.198398, fx: 1.414000, fy: 1.414000>
<Thu Jan 15 14:56:12 2026><DYNAMIC><Updated DRONE STATE - x: 15.361639, y: 3.606030, vx: 4.069955, vy: 0.233755, fx: 2.121000, fy: 2.121000>
<Thu Jan 15 14:56:12 2026><DYNAMIC><Updated DRONE STATE - x: 15.408471, y: 3.613602, vx: 3.931507, vy: 0.294528, fx: 2.121000, fy: 2.121000>
<Thu Jan 15 14:56:12 2026><DYNAMIC><Updated DRONE STATE - x: 15.560265, y: 3.622436, vx: 3.972507, vy: 0.328117, fx: 2.121000, fy: 2.121000>
<Thu Jan 15 14:56:12 2026><DYNAMIC><Updated DRONE STATE - x: 15.600520, y: 3.632895, vx: 3.840981, vy: 0.385852, fx: 2.121000, fy: 2.121000>
<Thu Jan 15 14:56:12 2026><DYNAMIC><Updated DRONE STATE - x: 15.754261, y: 3.643324, vx: 3.879932, vy: 0.417761, fx: 2.121000, fy: 2.121000>
<Thu Jan 15 14:56:12 2026><DYNAMIC><Updated DRONE STATE - x: 15.788269, y: 3.656525, vx: 3.754982, vy: 0.472609, fx: 2.121000, fy: 2.121000>
<Thu Jan 15 14:56:12 2026><DYNAMIC><Updated DRONE STATE - x: 15.943860, y: 3.668471, vx: 3.791985, vy: 0.502923, fx: 2.121000, fy: 2.121000>
<Thu Jan 15 14:56:12 2026><DYNAMIC><Updated DRONE STATE - x: 15.971933, y: 3.684277, vx: 3.673283, vy: 0.555028, fx: 2.121000, fy: 2.121000>
<Thu Jan 15 14:56:12 2026><DYNAMIC><Updated DRONE STATE - x: 16.129282, y: 3.697662, vx: 3.708436, vy: 0.583827, fx: 2.121000, fy: 2.121000>
<Thu Jan 15 14:56:12 2026><DYNAMIC><Updated DRONE STATE - x: 16.151716, y: 3.715943, vx: 3.595669, vy: 0.633327, fx: 2.121000, fy: 2.121000>
<Thu Jan 15 14:56:12 2026><DYNAMIC><Updated DRONE STATE - x: 16.310736, y: 3.730696, vx: 3.629064, vy: 0.660686, fx: 2.121000, fy: 2.121000>
<Thu Jan 15 14:56:12 2026><DYNAMIC><Updated DRONE STATE - x: 16.327812, y: 3.751329, vx: 3.521935, vy: 0.707711, fx: 2.121000, fy: 2.121000>
<Thu Jan 15 14:56:12 2026><DYNAMIC><Updated DRONE STATE - x: 16.488419, y: 3.767381, vx: 3.553661, vy: 0.733701, fx: 2.121000, fy: 2.121000>
<Thu Jan 15 14:56:13 2026><DYNAMIC><Updated DRONE STATE - x: 16.500406, y: 3.790247, vx: 3.451889, vy: 0.778375, fx: 2.121000, fy: 2.121000>
<Thu Jan 15 14:56:13 2026><DYNAMIC><Updated DRONE STATE - x: 16.662519, y: 3.807534, vx: 3.482028, vy: 0.803066, fx: 2.121000, fy: 2.121000>
<Thu Jan 15 14:56:13 2026><DYNAMIC><Updated DRONE STATE - x: 16.669674, y: 3.832523, vx: 3.385344, vy: 0.845506, fx: 2.121000, fy: 2.121000>
<Thu Jan 15 14:56:13 2026><DYNAMIC><Updated DRONE STATE - x: 16.833218, y: 3.850983, vx: 3.413977, vy: 0.868963, fx: 2.121000, fy: 2.121000>
<Thu Jan 15 14:56:13 2026><DYNAMIC><Updated DRONE STATE - x: 16.835781, y: 3.877987, vx: 3.322127, vy: 0.909281, fx: 2.121000, fy: 2.121000>
<Thu Jan 15 14:56:13 2026><DYNAMIC><Updated DRONE STATE - x: 17.000685, y: 3.897561, vx: 3.349328, vy: 0.931565, fx: 2.121000, fy: 2.121000>
<Thu Jan 15 14:56:13 2026><DYNAMIC><Updated DRONE STATE - x: 16.998884, y: 3.926480, vx: 3.262071, vy: 0.969867, fx: 2.121000, fy: 2.121000>
<Thu Jan 15 14:56:13 2026><DYNAMIC><Updated DRONE STATE - x: 17.165081, y: 3.947113, vx: 3.287911, vy: 0.991037, fx: 2.121000, fy: 2.121000>
<Thu Jan 15 14:56:13 2026><DYNAMIC><Updated DRONE STATE - x: 17.159136, y: 3.977851, vx: 3.205017, vy: 1.027424, fx: 2.121000, fy: 2.121000>
<Thu Jan 15 14:56:13 2026><DYNAMIC><Updated DRONE STATE - x: 17.326559, y: 3.999489, vx: 3.229566, vy: 1.047535, fx: 2.121000, fy: 2.121000>
<Thu Jan 15 14:56:13 2026><DYNAMIC><Updated DRONE STATE - x: 17.316677, y: 4.031957, vx: 3.150816, vy: 1.082103, fx: 2.121000, fy: 2.121000>
<Thu Jan 15 14:56:13 2026><DYNAMIC><Updated DRONE STATE - x: 17.485266, y: 4.054550, vx: 3.174138, vy: 1.101208, fx: 2.121000, fy: 2.121000>
<Thu Jan 15 14:56:13 2026><DYNAMIC><Updated DRONE STATE - x: 17.471643, y: 4.088659, vx: 3.099325, vy: 1.134047, fx: 2.121000, fy: 2.121000>
<Thu Jan 15 14:56:13 2026><DYNAMIC><Updated DRONE STATE - x: 17.641340, y: 4.112160, vx: 3.121481, vy: 1.152198, fx: 2.121000, fy: 2.121000>
<Thu Jan 15 14:56:13 2026><DYNAMIC><Updated DRONE STATE - x: 17.624165, y: 4.147829, vx: 3.050409, vy: 1.183395, fx: 2.121000, fy: 2.121000>
