<Thu Jan 15 14:56:14 2026><DYNAMIC><Updated DRONE STATE - x: 17.794912, y: 4.172192, vx: 3.071457, vy: 1.200638, fx: 2.121000, fy: 2.121000>
<Thu Jan 15 14:56:14 2026><DYNAMIC><Updated DRONE STATE - x: 17.774361, y: 4.209342, vx: 3.003939, vy: 1.230275, fx: 2.121000, fy: 2.121000>
<Thu Jan 15 14:56:14 2026><DYNAMIC><Updated DRONE STATE - x: 17.946110, y: 4.234524, vx: 3.023932, vy: 1.246655, fx: 2.121000, fy: 2.121000>
<Thu Jan 15 14:56:14 2026><DYNAMIC><Updated DRONE STATE - x: 17.922350, y: 4.273083, vx: 2.959790, vy: 1.274810, fx: 2.121000, fy: 2.121000>
<Thu Jan 15 14:56:14 2026><DYNAMIC><Updated DRONE STATE - x: 18.095049, y: 4.299043, vx: 2.978782, vy: 1.290368, fx: 2.121000, fy: 2.121000>
<Thu Jan 15 14:56:14 2026><DYNAMIC><Updated DRONE STATE - x: 18.068243, y: 4.338939, vx: 2.917847, vy: 1.317116, fx: 2.121000, fy: 2.121000>
<Thu Jan 15 14:56:14 2026><DYNAMIC><Updated DRONE STATE - x: 18.241844, y: 4.365637, vx: 2.935887, vy: 1.331894, fx: 2.121000, fy: 2.121000>
<Thu Jan 15 14:56:14 2026><DYNAMIC><Updated DRONE STATE - x: 18.212143, y: 4.406805, vx: 2.877999, vy: 1.357304, fx: 2.121000, fy: 2.121000>
<Thu Jan 15 14:56:14 2026><DYNAMIC><Updated DRONE STATE - x: 18.386600, y: 4.434204, vx: 2.895133, vy: 1.371340, fx: 2.121000, fy: 2.121000>
<Thu Jan 15 14:56:14 2026><DYNAMIC><Updated DRONE STATE - x: 18.354151, y: 4.476579, vx: 2.840140, vy: 1.395480, fx: 2.121000, fy: 2.121000>
<Thu Jan 15 14:56:14 2026><DYNAMIC><Updated DRONE STATE - x: 18.529421, y: 4.504644, vx: 2.856413, vy: 1.408809, fx: 2.121000, fy: 2.121000>
<Thu Jan 15 14:56:14 2026><DYNAMIC><Updated DRONE STATE - x: 18.494360, y: 4.548166, vx: 2.804170, vy: 1.431743, fx: 2.121000, fy: 2.121000>
<Thu Jan 15 14:56:14 2026><DYNAMIC><Updated DRONE STATE - x: 18.670403, y: 4.576864, vx: 2.819625, vy: 1.444401, fx: 2.121000, fy: 2.121000>
<Thu Jan 15 14:56:14 2026><DYNAMIC><Updated DRONE STATE - x: 18.632860, y: 4.621475, vx: 2.769994, vy: 1.466188, fx: 2.121000, fy: 2.121000>
<Thu Jan 15 14:56:14 2026><DYNAMIC><Updated DRONE STATE - x: 18.809635, y: 4.650774, vx: 2.784670, vy: 1.478208, fx: 2.121000, fy: 2.121000>
<Thu Jan 15 14:56:14 2026><DYNAMIC><Updated DRONE STATE - x: 18.769735, y: 4.696421, vx: 2.737521, vy: 1.498906, fx: 2.121000, fy: 2.121000>
<Thu Jan 15 14:56:15 2026><DYNAMIC><Updated DRONE STATE - x: 18.947208, y: 4.726290, vx: 2.751456, vy: 1.510317, fx: 2.121000, fy: 2.121000>
<Thu Jan 15 14:56:15 2026><DYNAMIC><Updated DRONE STATE - x: 18.905069, y: 4.772920, vx: 2.706666, vy: 1.529981, fx: 2.121000, fy: 2.121000>
<Thu Jan 15 14:56:15 2026><DYNAMIC><Updated DRONE STATE - x: 19.083202, y: 4.803331, vx: 2.719895, vy: 1.540813, fx: 2.121000, fy: 2.121000>
<Thu Jan 15 14:56:15 2026><DYNAMIC><Updated DRONE STATE - x: 19.038937, y: 4.850894, vx: 2.677345, vy: 1.559494, fx: 2.121000, fy: 2.121000>
<Thu Jan 15 14:56:15 2026><DYNAMIC><Updated DRONE STATE - x: 19.217697, y: 4.881820, vx: 2.689901, vy: 1.569773, fx: 2.121000, fy: 2.121000>
<Thu Jan 15 14:56:15 2026><DYNAMIC><Updated DRONE STATE - x: 19.171412, y: 4.930271, vx: 2.649480, vy: 1.587522, fx: 2.121000, fy: 2.121000>
<Thu Jan 15 14:56:15 2026><DYNAMIC><Updated DRONE STATE - x: 19.350767, y: 4.961683, vx: 2.661395, vy: 1.597273, fx: 2.121000, fy: 2.121000>
<Thu Jan 15 14:56:15 2026><DYNAMIC><Updated DRONE STATE - x: 19.302561, y: 5.010978, vx: 2.622997, vy: 1.614137, fx: 2.121000, fy: 2.121000>
<Thu Jan 15 14:56:15 2026><DYNAMIC><Updated DRONE STATE - x: 19.482483, y: 5.042852, vx: 2.634300, vy: 1.623384, fx: 2.121000, fy: 2.121000>
<Thu Jan 15 14:56:15 2026><DYNAMIC><Updated DRONE STATE - x: 19.432451, y: 5.092948, vx: 2.597824, vy: 1.639408, fx: 2.121000, fy: 2.121000>
<Thu Jan 15 14:56:15 2026><DYNAMIC><Updated DRONE STATE - x: 19.612909, y: 5.125261, vx: 2.608542, vy: 1.648172, fx: 2.121000, fy: 2.121000>
<Thu Jan 15 14:56:15 2026><DYNAMIC><Updated DRONE STATE - x: 19.561146, y: 5.176118, vx: 2.573895, vy: 1.663399, fx: 2.121000, fy: 2.121000>
<Thu Jan 15 14:56:15 2026><DYNAMIC><Updated DRONE STATE - x: 19.742111, y: 5.208846, vx: 2.584054, vy: 1.671702, fx: 2.121000, fy: 2.121000>
<Thu Jan 15 14:56:15 2026><DYNAMIC><Updated DRONE STATE - x: 19.688704, y: 5.260427, vx: 2.551143, vy: 1.686172, fx: 2.121000, fy: 2.121000>
<Thu Jan 15 14:56:15 2026><DYNAMIC><Updated DRONE STATE - x: 19.870150, y: 5.293548, vx: 2.560767, vy: 1.694033, fx: 2.121000, fy: 2.121000>
<Thu Jan 15 14:56:15 2026><DYNAMIC><Updated DRONE STATE - x: 19.815180, y: 5.345816, vx: 2.529510, vy: 1.707787, fx: 2.121000, fy: 2.121000>
<Thu Jan 15 14:56:16 2026><DYNAMIC><Updated DRONE STATE - x: 19.997080, y: 5.379309, vx: 2.538616, vy: 1.715219, fx: 2.121000, fy: 2.121000>
<Thu Jan 15 14:56:16 2026><DYNAMIC><Updated DRONE STATE - x: 19.940626, y: 5.432230, vx: 2.508931, vy: 1.728294, fx: 2.121000, fy: 2.121000>
<Thu Jan 15 14:56:16 2026><DYNAMIC><Updated DRONE STATE - x: 20.122957, y: 5.466074, vx: 2.517539, vy: 1.735312, fx: 2.121000, fy: 2.121000>
<Thu Jan 15 14:56:16 2026><DYNAMIC><Updated DRONE STATE - x: 20.065094, y: 5.519618, vx: 2.489349, vy: 1.747745, fx: 2.121000, fy: 2.121000>
<Thu Jan 15 14:56:16 2026><DYNAMIC><Updated DRONE STATE - x: 20.247831, y: 5.553793, vx: 2.497485, vy: 1.754369, fx: 2.121000, fy: 2.121000>
<Thu Jan 15 14:56:16 2026><DYNAMIC><Updated DRONE STATE - x: 20.188631, y: 5.607928, vx: 2.470726, vy: 1.766202, fx: 2.121000, fy: 2.121000>
<Thu Jan 15 14:56:16 2026><DYNAMIC><Updated DRONE STATE - x: 20.371752, y: 5.642415, vx: 2.478403, vy: 1.772443, fx: 2.121000, fy: 2.121000>
<Thu Jan 15 14:56:16 2026><DYNAMIC><Updated DRONE STATE - x: 20.311281, y: 5.697114, vx: 2.453012, vy: 1.783715, fx: 2.121000, fy: 2.121000>
<Thu Jan 15 14:56:16 2026><DYNAMIC><Updated DRONE STATE - x: 20.494764, y: 5.731894, vx: 2.460253, vy: 1.789590, fx: 2.121000, fy: 2.121000>
<Thu Jan 15 14:56:16 2026><DYNAMIC><Updated DRONE STATE - x: 20.433088, y: 5.787129, vx: 2.436153, vy: 1.800320, fx: 2.121000, fy: 2.121000>
<Thu Jan 15 14:56:16 2026><DYNAMIC><Updated DRONE STATE - x: 20.616913, y: 5.822186, vx: 2.442966, vy: 1.805836, fx: 2.121000, fy: 2.121000>
<Thu Jan 15 14:56:16 2026><DYNAMIC><Updated DRONE STATE - x: 20.554094, y: 5.877933, vx: 2.420105, vy: 1.816063, fx: 2.121000, fy: 2.121000>
<Thu Jan 15 14:56:16 2026><DYNAMIC><Updated DRONE STATE - x: 20.738237, y: 5.913248, vx: 2.426498, vy: 1.821225, fx: 2.121000, fy: 2.121000>
<Thu Jan 15 14:56:16 2026><DYNAMIC><Updated DRONE STATE - x: 20.674335, y: 5.969481, vx: 2.404817, vy: 1.830978, fx: 2.121000, fy: 2.121000>
<Thu Jan 15 14:56:16 2026><DYNAMIC><Updated DRONE STATE - x: 20.858778, y: 6.005037, vx: 2.410794, vy: 1.835785, fx: 2.121000, fy: 2.121000>
<Thu Jan 15 14:56:17 2026><DYNAMIC><Updated DRONE STATE - x: 20.793848, y: 6.061736, vx: 2.390240, vy: 1.845093, fx: 2.121000, fy: 2.121000>
<Thu Jan 15 14:56:17 2026><DYNAMIC><Updated DRONE STATE - x: 20.978567, y: 6.097514, vx: 2.395800, vy: 1.849542, fx: 2.121000, fy: 2.121000>
<Thu Jan 15 14:56:17 2026><DYNAMIC><Updated DRONE STATE - x: 20.912664, y: 6.154658, vx: 2.376325, vy: 1.858435, fx: 2.121000, fy: 2.121000>
<Thu Jan 15 14:56:17 2026><DYNAMIC><Updated DRONE STATE - x: 21.097639, y: 6.190639, vx: 2.381453, vy: 1.862507, fx: 2.121000, fy: 2.121000>
<Thu Jan 15 14:56:17 2026><DYNAMIC><Updated DRONE STATE - x: 21.030817, y: 6.248211, vx: 2.363067, vy: 1.871072, fx: 2.121000, fy: 2.121000>
<Thu Jan 15 14:56:17 2026><DYNAMIC><Updated DRONE STATE - x: 21.216028, y: 6.284378, vx: 2.367772, vy: 1.874774, fx: 2.121000, fy: 2.121000>
<Thu Jan 15 14:56:17 2026><DYNAMIC><Updated DRONE STATE - x: 21.148336, y: 6.342361, vx: 2.350401, vy: 1.883006, fx: 2.121000, fy: 2.121000>
<Thu Jan 15 14:56:17 2026><DYNAMIC><Updated DRONE STATE - x: 21.333773, y: 6.378706, vx: 2.354906, vy: 1.886557, fx: 2.121000, fy: 2.121000>
<Thu Jan 15 14:56:17 2026><DYNAMIC><Updated DRONE STATE - x: 21.265266, y: 6.437089, vx: 2.338588, vy: 1.894562, fx: 2.121000, fy: 2.121000>
<Thu Jan 15 14:56:17 2026><DYNAMIC><Updated DRONE STATE - x: 21.450914, y: 6.473601, vx: 2.342832, vy: 1.897901, fx: 2.121000, fy: 2.121000>
<Thu Jan 15 14:56:17 2026><DYNAMIC><Updated DRONE STATE - x: 21.381638, y: 6.532369, vx: 2.327409, vy: 1.905584, fx: 2.121000, fy: 2.121000>
<Thu Jan 15 14:56:17 2026><DYNAMIC><Updated DRONE STATE - x: 21.567482, y: 6.569035, vx: 2.331356, vy: 1.908672, fx: 2.121000, fy: 2.121000>
<Thu Jan 15 14:56:17 2026><DYNAMIC><Updated DRONE STATE - x: 21.497477, y: 6.628170, vx: 2.316771, vy: 1.916037, fx: 2.121000, fy: 2.121000>
<Thu Jan 15 14:56:17 2026><DYNAMIC><Updated DRONE STATE - x: 21.683504, y: 6.664979, vx: 2.320444, vy: 1.918894, fx: 2.121000, fy: 2.121000>
<Thu Jan 15 14:56:17 2026><DYNAMIC><Updated DRONE STATE - x: 21.612808, y: 6.724468, vx: 2.306648, vy: 1.925951, fx: 2.121000, fy: 2.121000>
<Thu Jan 15 14:56:17 2026><DYNAMIC><Updated DRONE STATE - x: 21.799006, y: 6.761408, vx: 2.310047, vy: 1.928574, fx: 2.121000, fy: 2.121000>
<Thu Jan 15 14:56:18 2026><DYNAMIC><Updated DRONE STATE - x: 21.727659, y: 6.821235, vx: 2.297002, vy: 1.935340, fx: 2.121000, fy: 2.121000>
<Thu Jan 15 14:56:18 2026><DYNAMIC><Updated DRONE STATE - x: 21.914011, y: 6.858294, vx: 2.300122, vy: 1.937723, fx: 2.121000, fy: 2.121000>
<Thu Jan 15 14:56:18 2026><DYNAMIC><Updated DRONE STATE - x: 21.842049, y: 6.918446, vx: 2.287796, vy: 1.944218, fx: 2.121000, fy: 2.121000>
<Thu Jan 15 14:56:18 2026><DYNAMIC><Updated DRONE STATE - x: 22.028542, y: 6.955612, vx: 2.290630, vy: 1.946351, fx: 2.121000, fy: 2.121000>
<Thu Jan 15 14:56:18 2026><DYNAMIC><Updated DRONE STATE - x: 21.955997, y: 7.016075, vx: 2.278982, vy: 1.952582, fx: 2.121000, fy: 2.121000>
<Thu Jan 15 14:56:18 2026><DYNAMIC><Updated DRONE STATE - x: 22.142616, y: 7.053334, vx: 2.281509, vy: 1.954444, fx: 2.121000, fy: 2.121000>
<Thu Jan 15 14:56:18 2026><DYNAMIC><Updated DRONE STATE - x: 22.069513, y: 7.114125, vx: 2.270302, vy: 1.961003, fx: 2.121000, fy: 2.121000>
<Thu Jan 15 14:56:18 2026><DYNAMIC><Updated DRONE STATE - x: 22.256256, y: 7.151439, vx: 2.272797, vy: 1.962086, fx: 2.121000, fy: 2.121000>
<Thu Jan 15 14:56:18 2026><DYNAMIC><Updated DRONE STATE - x: 22.182617, y: 7.212575, vx: 2.262088, vy: 1.969003, fx: 2.121000, fy: 2.121000>
<Thu Jan 15 14:56:18 2026><DYNAMIC><Updated DRONE STATE - x: 22.369480, y: 7.249940, vx: 2.264476, vy: 1.970031, fx: 2.121000, fy: 2.121000>
<Thu Jan 15 14:56:18 2026><DYNAMIC><Updated DRONE STATE - x: 22.295345, y: 7.311406, vx: 2.254555, vy: 1.976603, fx: 2.121000, fy: 2.121000>
<Thu Jan 15 14:56:18 2026><DYNAMIC><Updated DRONE STATE - x: 22.482319, y: 7.348819, vx: 2.256770, vy: 1.977580, fx: 2.121000, fy: 2.121000>
<Thu Jan 15 14:56:18 2026><DYNAMIC><Updated DRONE STATE - x: 22.407719, y: 7.410597, vx: 2.247456, vy: 1.983823, fx: 2.121000, fy: 2.121000>
<Thu Jan 15 14:56:18 2026><DYNAMIC><Updated DRONE STATE - x: 22.594793, y: 7.448057, vx: 2.249473, vy: 1.984751, fx: 2.121000, fy: 2.121000>
<Thu Jan 15 14:56:18 2026><DYNAMIC><Updated DRONE STATE - x: 22.519754, y: 7.510131, vx: 2.240713, vy: 1.990682, fx: 2.121000, fy: 2.121000>
<Thu Jan 15 14:56:19 2026><DYNAMIC><Updated DRONE STATE - x: 22.706919, y: 7.547635, vx: 2.242522, vy: 1.991563, fx: 2.121000, fy: 2.121000>
<Thu Jan 15 14:56:19 2026><DYNAMIC><Updated DRONE STATE - x: 22.631468, y: 7.609991, vx: 2.234285, vy: 1.997198, fx: 2.121000, fy: 2.121000>
<Thu Jan 15 14:56:19 2026><DYNAMIC><Updated DRONE STATE - x: 22.818712, y: 7.647537, vx: 2.235881, vy: 1.998035, fx: 2.121000, fy: 2.121000>
<Thu Jan 15 14:56:19 2026><DYNAMIC><Updated DRONE STATE - x: 22.742874, y: 7.710160, vx: 2.228126, vy: 2.003388, fx: 2.121000, fy: 2.121000>
<Thu Jan 15 14:56:19 2026><DYNAMIC><Updated DRONE STATE - x: 22.930187, y: 7.747746, vx: 2.229492, vy: 2.004184, fx: 2.121000, fy: 2.121000>
<Thu Jan 15 14:56:19 2026><DYNAMIC><Updated DRONE STATE - x: 22.853985, y: 7.810623, vx: 2.222225, vy: 2.009268, fx: 2.121000, fy: 2.121000>
<Thu Jan 15 14:56:19 2026><DYNAMIC><Updated DRONE STATE - x: 23.041355, y: 7.848247, vx: 2.223349, vy: 2.010024, fx: 2.121000, fy: 2.121000>
<Thu Jan 15 14:56:19 2026><DYNAMIC><Updated DRONE STATE - x: 22.964813, y: 7.911366, vx: 2.216559, vy: 2.014855, fx: 2.121000, fy: 2.121000>
<Thu Jan 15 14:56:19 2026><DYNAMIC><Updated DRONE STATE - x: 23.152225, y: 7.949026, vx: 2.217424, vy: 2.015573, fx: 2.121000, fy: 2.121000>
<Thu Jan 15 14:56:19 2026><DYNAMIC><Updated DRONE STATE - x: 23.075369, y: 8.012374, vx: 2.211103, vy: 2.020162, fx: 2.121000, fy: 2.121000>
<Thu Jan 15 14:56:19 2026><DYNAMIC><Updated DRONE STATE - x: 23.262817, y: 8.050068, vx: 2.211843, vy: 2.020844, fx: 2.121000, fy: 2.121000>
<Thu Jan 15 14:56:19 2026><DYNAMIC><Updated DRONE STATE - x: 23.185669, y: 8.113634, vx: 2.205990, vy: 2.025204, fx: 2.121000, fy: 2.121000>
<Thu Jan 15 14:56:19 2026><input><Sent command of type 8 with forces fx: 0.000000, fy: 0.000000>
<Thu Jan 15 14:56:19 2026><DYNAMIC><Updated DRONE STATE - x: 23.373144, y: 8.151361, vx: 2.206537, vy: 2.025852, fx: 2.121000, fy: 2.121000>
<Thu Jan 15 14:56:19 2026><DYNAMIC><Updated DRONE STATE - x: 23.290426, y: 8.209831, vx: 2.095151, vy: 1.923944, fx: 0.000000, fy: 0.000000>
<Thu Jan 15 14:56:19 2026><DYNAMIC><Updated DRONE STATE - x: 23.477924, y: 8.247588, vx: 2.095592, vy: 1.924560, fx: 0.000000, fy: 0.000000>
<Thu Jan 15 14:56:19 2026><DYNAMIC><Updated DRONE STATE - x: 23.389923, y: 8.301219, vx: 1.989931, vy: 1.827747, fx: 0.000000, fy: 0.000000>
<Thu Jan 15 14:56:20 2026><DYNAMIC><Updated DRONE STATE - x: 23.577436, y: 8.339005, vx: 1.990249, vy: 1.828332, fx: 0.000000, fy: 0.000000>
<Thu Jan 15 14:56:20 2026><DYNAMIC><Updated DRONE STATE - x: 23.484423, y: 8.388037, vx: 1.890000, vy: 1.736359, fx: 0.000000, fy: 0.000000>
<Thu Jan 15 14:56:20 2026><DYNAMIC><Updated DRONE STATE - x: 23.671946, y: 8.425850, vx: 1.890198, vy: 1.736915, fx: 0.000000, fy: 0.000000>
<Thu Jan 15 14:56:20 2026><DYNAMIC><Updated DRONE STATE - x: 23.574177, y: 8.470513, vx: 1.795081, vy: 1.649541, fx: 0.000000, fy: 0.000000>
<Thu Jan 15 14:56:20 2026><DYNAMIC><Updated DRONE STATE - x: 23.761703, y: 8.508353, vx: 1.795161, vy: 1.650069, fx: 0.000000, fy: 0.000000>
<Thu Jan 15 14:56:20 2026><DYNAMIC><Updated DRONE STATE - x: 23.659422, y: 8.548866, vx: 1.704915, vy: 1.567064, fx: 0.000000, fy: 0.000000>
<Thu Jan 15 14:56:20 2026><DYNAMIC><Updated DRONE STATE - x: 23.846947, y: 8.586732, vx: 1.704881, vy: 1.567566, fx: 0.000000, fy: 0.000000>
<Thu Jan 15 14:56:20 2026><DYNAMIC><Updated DRONE STATE - x: 23.740385, y: 8.623302, vx: 1.619248, vy: 1.488711, fx: 0.000000, fy: 0.000000>
<Thu Jan 15 14:56:20 2026><DYNAMIC><Updated DRONE STATE - x: 23.927902, y: 8.661191, vx: 1.619105, vy: 1.489187, fx: 0.000000, fy: 0.000000>
<Thu Jan 15 14:56:20 2026><DYNAMIC><Updated DRONE STATE - x: 23.817278, y: 8.694016, vx: 1.537870, vy: 1.414276, fx: 0.000000, fy: 0.000000>
<Thu Jan 15 14:56:20 2026><DYNAMIC><Updated DRONE STATE - x: 24.004784, y: 8.731928, vx: 1.537623, vy: 1.414728, fx: 0.000000, fy: 0.000000>
<Thu Jan 15 14:56:20 2026><DYNAMIC><Updated DRONE STATE - x: 23.890306, y: 8.761193, vx: 1.460564, vy: 1.343562, fx: 0.000000, fy: 0.000000>
<Thu Jan 15 14:56:20 2026><DYNAMIC><Updated DRONE STATE - x: 24.077795, y: 8.799128, vx: 1.460222, vy: 1.343992, fx: 0.000000, fy: 0.000000>
<Thu Jan 15 14:56:20 2026><DYNAMIC><Updated DRONE STATE - x: 23.959663, y: 8.825012, vx: 1.387128, vy: 1.276384, fx: 0.000000, fy: 0.000000>
<Thu Jan 15 14:56:20 2026><DYNAMIC><Updated DRONE STATE - x: 24.147131, y: 8.862967, vx: 1.386722, vy: 1.276792, fx: 0.000000, fy: 0.000000>
<Thu Jan 15 14:56:21 2026><DYNAMIC><Updated DRONE STATE - x: 24.025536, y: 8.885640, vx: 1.317441, vy: 1.212564, fx: 0.000000, fy: 0.000000>
<Thu Jan 15 14:56:21 2026><DYNAMIC><Updated DRONE STATE - x: 24.212982, y: 8.923615, vx: 1.317007, vy: 1.212953, fx: 0.000000, fy: 0.000000>
<Thu Jan 15 14:56:21 2026><DYNAMIC><Updated DRONE STATE - x: 24.088100, y: 8.943237, vx: 1.251289, vy: 1.151936, fx: 0.000000, fy: 0.000000>
<Thu Jan 15 14:56:21 2026><DYNAMIC><Updated DRONE STATE - x: 24.275524, y: 8.981231, vx: 1.250827, vy: 1.152305, fx: 0.000000, fy: 0.000000>
<Thu Jan 15 14:56:21 2026><DYNAMIC><Updated DRONE STATE - x: 24.147524, y: 8.997954, vx: 1.188485, vy: 1.094339, fx: 0.000000, fy: 0.000000>
<Thu Jan 15 14:56:21 2026><DYNAMIC><Updated DRONE STATE - x: 24.334929, y: 9.035975, vx: 1.188090, vy: 1.094885, fx: 0.000000, fy: 0.000000>
<Thu Jan 15 14:56:21 2026><DYNAMIC><Updated DRONE STATE - x: 24.203966, y: 9.049935, vx: 1.128854, vy: 1.039623, fx: 0.000000, fy: 0.000000>
<Thu Jan 15 14:56:21 2026><DYNAMIC><Updated DRONE STATE - x: 24.391354, y: 9.087990, vx: 1.128512, vy: 1.040314, fx: 0.000000, fy: 0.000000>
<Thu Jan 15 14:56:21 2026><DYNAMIC><Updated DRONE STATE - x: 24.257580, y: 9.099324, vx: 1.072276, vy: 0.987776, fx: 0.000000, fy: 0.000000>
<Thu Jan 15 14:56:21 2026><DYNAMIC><Updated DRONE STATE - x: 24.444950, y: 9.137413, vx: 1.071918, vy: 0.988467, fx: 0.000000, fy: 0.000000>
<Thu Jan 15 14:56:21 2026><DYNAMIC><Updated DRONE STATE - x: 24.308506, y: 9.146251, vx: 1.018527, vy: 0.938523, fx: 0.000000, fy: 0.000000>
<Thu Jan 15 14:56:21 2026><DYNAMIC><Updated DRONE STATE - x: 24.495857, y: 9.184374, vx: 1.018153, vy: 0.939212, fx: 0.000000, fy: 0.000000>
<Thu Jan 15 14:56:21 2026><DYNAMIC><Updated DRONE STATE - x: 24.356880, y: 9.190837, vx: 0.967466, vy: 0.891731, fx: 0.000000, fy: 0.000000>
<Thu Jan 15 14:56:21 2026><DYNAMIC><Updated DRONE STATE - x: 24.544210, y: 9.228994, vx: 0.967080, vy: 0.892417, fx: 0.000000, fy: 0.000000>
<Thu Jan 15 14:56:21 2026><DYNAMIC><Updated DRONE STATE - x: 24.402828, y: 9.233201, vx: 0.918961, vy: 0.847277, fx: 0.000000, fy: 0.000000>
<Thu Jan 15 14:56:21 2026><DYNAMIC><Updated DRONE STATE - x: 24.590139, y: 9.271392, vx: 0.918563, vy: 0.847959, fx: 0.000000, fy: 0.000000>
<Thu Jan 15 14:56:22 2026><DYNAMIC><Updated DRONE STATE - x: 24.446472, y: 9.273453, vx: 0.872883, vy: 0.805043, fx: 0.000000, fy: 0.000000>
<Thu Jan 15 14:56:22 2026><DYNAMIC><Updated DRONE STATE - x: 24.633762, y: 9.311678, vx: 0.872476, vy: 0.805720, fx: 0.000000, fy: 0.000000>
<Thu Jan 15 14:56:22 2026><DYNAMIC><Updated DRONE STATE - x: 24.487928, y: 9.311699, vx: 0.829111, vy: 0.764918, fx: 0.000000, fy: 0.000000>
<Thu Jan 15 14:56:22 2026><DYNAMIC><Updated DRONE STATE - x: 24.675198, y: 9.349957, vx: 0.828697, vy: 0.765589, fx: 0.000000, fy: 0.000000>
<Thu Jan 15 14:56:22 2026><DYNAMIC><Updated DRONE STATE - x: 24.527306, y: 9.348039, vx: 0.787531, vy: 0.726798, fx: 0.000000, fy: 0.000000>
<Thu Jan 15 14:56:22 2026><DYNAMIC><Updated DRONE STATE - x: 24.714554, y: 9.386331, vx: 0.787109, vy: 0.727463, fx: 0.000000, fy: 0.000000>
<Thu Jan 15 14:56:22 2026><DYNAMIC><Updated DRONE STATE - x: 24.564707, y: 9.382567, vx: 0.748030, vy: 0.690582, fx: 0.000000, fy: 0.000000>
<Thu Jan 15 14:56:22 2026><DYNAMIC><Updated DRONE STATE - x: 24.751934, y: 9.420893, vx: 0.747604, vy: 0.691240, fx: 0.000000, fy: 0.000000>
<Thu Jan 15 14:56:22 2026><DYNAMIC><Updated DRONE STATE - x: 24.600233, y: 9.415376, vx: 0.710508, vy: 0.656173, fx: 0.000000, fy: 0.000000>
<Thu Jan 15 14:56:22 2026><DYNAMIC><Updated DRONE STATE - x: 24.787437, y: 9.453733, vx: 0.710078, vy: 0.656823, fx: 0.000000, fy: 0.000000>
<Thu Jan 15 14:56:22 2026><DYNAMIC><Updated DRONE STATE - x: 24.633976, y: 9.446549, vx: 0.674864, vy: 0.623483, fx: 0.000000, fy: 0.000000>
<Thu Jan 15 14:56:22 2026><DYNAMIC><Updated DRONE STATE - x: 24.821159, y: 9.484940, vx: 0.674433, vy: 0.624124, fx: 0.000000, fy: 0.000000>
<Thu Jan 15 14:56:22 2026><DYNAMIC><Updated DRONE STATE - x: 24.666027, y: 9.476171, vx: 0.641006, vy: 0.592424, fx: 0.000000, fy: 0.000000>
<Thu Jan 15 14:56:22 2026><DYNAMIC><Updated DRONE STATE - x: 24.853188, y: 9.514592, vx: 0.640573, vy: 0.593055, fx: 0.000000, fy: 0.000000>
<Thu Jan 15 14:56:22 2026><DYNAMIC><Updated DRONE STATE - x: 24.696468, y: 9.504316, vx: 0.608843, vy: 0.562915, fx: 0.000000, fy: 0.000000>
<Thu Jan 15 14:56:23 2026><DYNAMIC><Updated DRONE STATE - x: 24.883608, y: 9.542769, vx: 0.608411, vy: 0.563536, fx: 0.000000, fy: 0.000000>
<Thu Jan 15 14:56:23 2026><DYNAMIC><Updated DRONE STATE - x: 24.725384, y: 9.531060, vx: 0.578291, vy: 0.534879, fx: 0.000000, fy: 0.000000>
<Thu Jan 15 14:56:23 2026><DYNAMIC><Updated DRONE STATE - x: 24.912500, y: 9.569544, vx: 0.577860, vy: 0.535490, fx: 0.000000, fy: 0.000000>
<Thu Jan 15 14:56:23 2026><DYNAMIC><Updated DRONE STATE - x: 24.752848, y: 9.556473, vx: 0.549268, vy: 0.508244, fx: 0.000000, fy: 0.000000>
<Thu Jan 15 14:56:23 2026><DYNAMIC><Updated DRONE STATE - x: 24.939941, y: 9.594986, vx: 0.548839, vy: 0.508843, fx: 0.000000, fy: 0.000000>
<Thu Jan 15 14:56:23 2026><DYNAMIC><Updated DRONE STATE - x: 24.778933, y: 9.580620, vx: 0.521699, vy: 0.482937, fx: 0.000000, fy: 0.000000>
<Thu Jan 15 14:56:23 2026><DYNAMIC><Updated DRONE STATE - x: 24.966005, y: 9.619163, vx: 0.521273, vy: 0.483525, fx: 0.000000, fy: 0.000000>
<Thu Jan 15 14:56:23 2026><DYNAMIC><Updated DRONE STATE - x: 24.803709, y: 9.603564, vx: 0.495511, vy: 0.458893, fx: 0.000000, fy: 0.000000>
<Thu Jan 15 14:56:23 2026><DYNAMIC><Updated DRONE STATE - x: 24.990759, y: 9.642136, vx: 0.495089, vy: 0.459470, fx: 0.000000, fy: 0.000000>
<Thu Jan 15 14:56:23 2026><DYNAMIC><Updated DRONE STATE - x: 24.827240, y: 9.625367, vx: 0.470635, vy: 0.436049, fx: 0.000000, fy: 0.000000>
<Thu Jan 15 14:56:23 2026><DYNAMIC><Updated DRONE STATE - x: 25.014269, y: 9.663966, vx: 0.470216, vy: 0.436615, fx: 0.000000, fy: 0.000000>
<Thu Jan 15 14:56:23 2026><DYNAMIC><Updated DRONE STATE - x: 24.849590, y: 9.646085, vx: 0.447005, vy: 0.414345, fx: 0.000000, fy: 0.000000>
<Thu Jan 15 14:56:23 2026><DYNAMIC><Updated DRONE STATE - x: 25.036598, y: 9.684711, vx: 0.446590, vy: 0.414899, fx: 0.000000, fy: 0.000000>
